Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Measure,Type,State Name,Region,Start Date,End Date,Response Rate (%)
07_2016,KS,H_COMP_3,6,21,73,Responsiveness of Hospital Staff,Composite Measure,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_COMP_5,15,19,66,Communication about Medicines,Composite Measure,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_COMP_7,4,40,56,Care Transition,Composite Measure,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_HSP_RATING,5,18,77,Overall Hospital Rating,Global Item,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_QUIET_HSP,6,27,67,Quietness of Hospital Environment,Individual Item,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KS,H_RECMND,3,21,76,Willingness to Recommend the Hospital,Global Item,Kansas,West North Central,2014-10-01,2015-09-30,34.62162162162162
07_2016,KY,H_CLEAN_HSP,8,17,75,Cleanliness of Hospital Environment,Individual Item,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_1,4,15,81,Communication with Nurses,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_2,3,13,84,Communication with Doctors,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_3,8,23,69,Responsiveness of Hospital Staff,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_5,17,17,66,Communication about Medicines,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_COMP_7,5,42,53,Care Transition,Composite Measure,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_HSP_RATING,7,21,72,Overall Hospital Rating,Global Item,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_QUIET_HSP,7,27,66,Quietness of Hospital Environment,Individual Item,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,KY,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,Kentucky,East South Central,2014-10-01,2015-09-30,28.876404494382022
07_2016,LA,H_CLEAN_HSP,8,17,75,Cleanliness of Hospital Environment,Individual Item,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_1,4,12,84,Communication with Nurses,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_2,3,9,88,Communication with Doctors,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_3,9,18,73,Responsiveness of Hospital Staff,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_5,16,15,69,Communication about Medicines,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_6,14,0,86,Discharge Information,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_COMP_7,5,37,58,Care Transition,Composite Measure,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_HSP_RATING,6,18,76,Overall Hospital Rating,Global Item,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_QUIET_HSP,5,21,74,Quietness of Hospital Environment,Individual Item,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,LA,H_RECMND,4,19,77,Willingness to Recommend the Hospital,Global Item,Louisiana,West South Central,2014-10-01,2015-09-30,27.721153846153847
07_2016,MA,H_CLEAN_HSP,8,20,72,Cleanliness of Hospital Environment,Individual Item,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_3,10,24,66,Responsiveness of Hospital Staff,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_5,18,18,64,Communication about Medicines,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_COMP_7,5,42,53,Care Transition,Composite Measure,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_HSP_RATING,8,22,70,Overall Hospital Rating,Global Item,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_QUIET_HSP,14,33,53,Quietness of Hospital Environment,Individual Item,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,MA,H_RECMND,5,21,74,Willingness to Recommend the Hospital,Global Item,Massachusetts,New England,2014-10-01,2015-09-30,28.491525423728813
07_2016,ME,H_CLEAN_HSP,5,15,80,Cleanliness of Hospital Environment,Individual Item,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_1,3,14,83,Communication with Nurses,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_2,4,13,83,Communication with Doctors,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_3,6,23,71,Responsiveness of Hospital Staff,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_5,15,16,69,Communication about Medicines,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_COMP_7,4,39,57,Care Transition,Composite Measure,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_HSP_RATING,6,18,76,Overall Hospital Rating,Global Item,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_QUIET_HSP,9,32,59,Quietness of Hospital Environment,Individual Item,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,ME,H_RECMND,4,20,76,Willingness to Recommend the Hospital,Global Item,Maine,New England,2014-10-01,2015-09-30,28.393939393939394
07_2016,MI,H_CLEAN_HSP,8,18,74,Cleanliness of Hospital Environment,Individual Item,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_1,3,16,81,Communication with Nurses,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_3,7,22,71,Responsiveness of Hospital Staff,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_5,17,18,65,Communication about Medicines,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_COMP_7,5,42,53,Care Transition,Composite Measure,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_HSP_RATING,7,20,73,Overall Hospital Rating,Global Item,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_QUIET_HSP,9,30,61,Quietness of Hospital Environment,Individual Item,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MI,H_RECMND,4,25,71,Willingness to Recommend the Hospital,Global Item,Michigan,East North Central,2014-10-01,2015-09-30,33.193548387096776
07_2016,MN,H_CLEAN_HSP,5,16,79,Cleanliness of Hospital Environment,Individual Item,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_1,2,16,82,Communication with Nurses,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_2,3,13,84,Communication with Doctors,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_3,4,21,75,Responsiveness of Hospital Staff,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_5,14,19,67,Communication about Medicines,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_COMP_7,4,40,56,Care Transition,Composite Measure,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_HSP_RATING,5,19,76,Overall Hospital Rating,Global Item,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_QUIET_HSP,6,27,67,Quietness of Hospital Environment,Individual Item,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MN,H_RECMND,3,21,76,Willingness to Recommend the Hospital,Global Item,Minnesota,West North Central,2014-10-01,2015-09-30,35.610619469026545
07_2016,MO,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_1,4,17,79,Communication with Nurses,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_3,8,25,67,Responsiveness of Hospital Staff,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_5,18,18,64,Communication about Medicines,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_COMP_7,6,42,52,Care Transition,Composite Measure,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_HSP_RATING,7,22,71,Overall Hospital Rating,Global Item,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_QUIET_HSP,8,29,63,Quietness of Hospital Environment,Individual Item,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MO,H_RECMND,5,26,69,Willingness to Recommend the Hospital,Global Item,Missouri,West North Central,2014-10-01,2015-09-30,29.967741935483872
07_2016,MS,H_CLEAN_HSP,10,16,74,Cleanliness of Hospital Environment,Individual Item,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_1,5,13,82,Communication with Nurses,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_2,4,10,86,Communication with Doctors,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_3,10,20,70,Responsiveness of Hospital Staff,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_5,17,16,67,Communication about Medicines,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_6,15,0,85,Discharge Information,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_COMP_7,6,43,51,Care Transition,Composite Measure,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_HSP_RATING,8,21,71,Overall Hospital Rating,Global Item,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_QUIET_HSP,6,21,73,Quietness of Hospital Environment,Individual Item,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MS,H_RECMND,6,24,70,Willingness to Recommend the Hospital,Global Item,Mississippi,East South Central,2014-10-01,2015-09-30,25.38372093023256
07_2016,MT,H_CLEAN_HSP,8,18,74,Cleanliness of Hospital Environment,Individual Item,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_2,3,13,84,Communication with Doctors,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_3,6,20,74,Responsiveness of Hospital Staff,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_5,17,18,65,Communication about Medicines,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_6,14,0,86,Discharge Information,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_COMP_7,4,42,54,Care Transition,Composite Measure,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_HSP_RATING,8,22,70,Overall Hospital Rating,Global Item,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_QUIET_HSP,7,30,63,Quietness of Hospital Environment,Individual Item,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,MT,H_RECMND,4,25,71,Willingness to Recommend the Hospital,Global Item,Montana,Mountain,2014-10-01,2015-09-30,33.30952380952381
07_2016,NC,H_CLEAN_HSP,10,18,72,Cleanliness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_1,4,15,81,Communication with Nurses,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_2,4,13,83,Communication with Doctors,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_3,9,23,68,Responsiveness of Hospital Staff,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_5,17,17,66,Communication about Medicines,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_6,13,0,87,Discharge Information,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_COMP_7,5,43,52,Care Transition,Composite Measure,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_HSP_RATING,8,21,71,Overall Hospital Rating,Global Item,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_QUIET_HSP,8,28,64,Quietness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,NC,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,North Carolina,South Atlantic,2014-10-01,2015-09-30,27.061855670103093
07_2016,ND,H_CLEAN_HSP,9,17,74,Cleanliness of Hospital Environment,Individual Item,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_1,3,16,81,Communication with Nurses,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_2,3,14,83,Communication with Doctors,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_3,5,20,75,Responsiveness of Hospital Staff,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_5,17,21,62,Communication about Medicines,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_6,18,0,82,Discharge Information,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_COMP_7,4,44,52,Care Transition,Composite Measure,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_HSP_RATING,7,22,71,Overall Hospital Rating,Global Item,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_QUIET_HSP,7,27,66,Quietness of Hospital Environment,Individual Item,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,ND,H_RECMND,5,23,72,Willingness to Recommend the Hospital,Global Item,North Dakota,West North Central,2014-10-01,2015-09-30,34.63636363636363
07_2016,NE,H_CLEAN_HSP,5,15,80,Cleanliness of Hospital Environment,Individual Item,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_1,2,14,84,Communication with Nurses,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_2,2,12,86,Communication with Doctors,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_3,4,20,76,Responsiveness of Hospital Staff,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_5,13,19,68,Communication about Medicines,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_COMP_7,3,39,58,Care Transition,Composite Measure,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_HSP_RATING,5,17,78,Overall Hospital Rating,Global Item,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_QUIET_HSP,5,26,69,Quietness of Hospital Environment,Individual Item,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NE,H_RECMND,2,19,79,Willingness to Recommend the Hospital,Global Item,Nebraska,West North Central,2014-10-01,2015-09-30,37.5679012345679
07_2016,NH,H_CLEAN_HSP,7,17,76,Cleanliness of Hospital Environment,Individual Item,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
07_2016,NH,H_COMP_1,3,16,81,Communication with Nurses,Composite Measure,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
07_2016,NH,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
07_2016,NH,H_COMP_3,7,22,71,Responsiveness of Hospital Staff,Composite Measure,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
07_2016,NH,H_COMP_5,15,18,67,Communication about Medicines,Composite Measure,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
07_2016,NH,H_COMP_6,10,0,90,Discharge Information,Composite Measure,New Hampshire,New England,2014-10-01,2015-09-30,29.958333333333332
